session_date,side,entry,exit,sl,notional_usdt,pnl_usdt_gross,fee_usdt,pnl_usdt,outcome,hold_minutes,wallet_after,entry_ms
2026-04-13,LONG,174.3049,173.6397,170.8188,827.5685,-3.1582,0.6621,-3.8203,loss,6.0,1943.3997,1776092280000
2026-04-13,SHORT,171.3184,172.2571,174.7448,825.9449,-4.5256,0.6608,-5.1864,loss,32.0,1938.2133,1776094440000
2026-04-13,LONG,173.2985,172.4394,169.8325,823.7407,-4.0836,0.659,-4.7426,loss,77.0,1933.4707,1776097980000
2026-04-13,SHORT,172.3743,172.9022,175.8218,821.725,-2.5166,0.6574,-3.174,loss,91.0,1930.2967,1776102660000
2026-04-13,LONG,172.8379,183.391,169.3811,820.3761,50.0908,0.6563,49.4345,win,1090.0,1979.7312,1776108360000
2026-04-14,LONG,179.6639,184.9286,176.0707,841.3858,24.6552,0.6731,23.9821,win,11.0,2003.7133,1776174060000
2026-04-14,LONG,183.6019,184.5814,179.9299,851.5782,4.5431,0.6813,3.8618,win,6.0,2007.5751,1776174960000
2026-04-14,LONG,186.5491,185.6528,182.8181,853.2194,-4.0993,0.6826,-4.7819,loss,7.0,2002.7932,1776177060000
2026-04-14,LONG,186.2054,185.5734,182.4813,851.1871,-2.8888,0.6809,-3.5697,loss,84.0,1999.2235,1776180900000
2026-04-14,SHORT,185.1508,183.3451,188.8538,849.67,8.2862,0.6797,7.6065,win,67.0,2006.83,1776187980000
2026-04-14,LONG,184.2002,184.4822,180.5162,852.9027,1.306,0.6823,0.6237,win,1108.0,2007.4537,1776193380000
2026-04-15,LONG,185.3185,185.1171,181.6122,853.1678,-0.9273,0.6825,-1.6098,loss,5.0,2005.8439,1776260160000
2026-04-15,LONG,186.0591,192.071,182.3379,852.4837,27.5454,0.682,26.8634,win,35.0,2032.7073,1776260760000
2026-04-15,LONG,192.26,191.5354,188.4148,863.9006,-3.2562,0.6911,-3.9473,loss,13.0,2028.76,1776263160000
2026-04-15,SHORT,189.4461,190.7842,193.235,862.223,-6.09,0.6898,-6.7798,loss,26.0,2021.9802,1776267360000
2026-04-15,LONG,191.7168,190.5731,187.8825,859.3416,-5.1265,0.6875,-5.814,loss,19.0,2016.1662,1776270060000
2026-04-15,SHORT,189.8577,189.383,193.6548,856.8706,2.1421,0.6855,1.4566,win,23.0,2017.6228,1776271260000
2026-04-15,LONG,190.5923,196.3962,186.7804,857.4897,26.1122,0.686,25.4262,win,1169.0,2043.049,1776276120000
2026-04-16,SHORT,193.7249,194.04,197.5994,868.2958,-1.4122,0.6946,-2.1068,loss,3.0,2040.9422,1776346680000
2026-04-16,SHORT,192.3818,191.1773,196.2294,867.4004,5.4309,0.6939,4.737,win,4.0,2045.6792,1776347520000
2026-04-16,SHORT,190.4241,190.9656,194.2326,869.4137,-2.4724,0.6955,-3.1679,loss,6.0,2042.5113,1776348060000
2026-04-16,SHORT,189.1236,190.1088,192.9061,868.0673,-4.5218,0.6945,-5.2163,loss,9.0,2037.295,1776349200000
2026-04-16,LONG,193.7059,198.9555,189.8318,865.8504,23.4652,0.6927,22.7725,win,75.0,2060.0675,1776352080000
2026-04-16,SHORT,195.2899,196.3382,199.1957,875.5287,-4.7001,0.7004,-5.4005,loss,10.0,2054.667,1776359640000
2026-04-16,LONG,198.1554,205.2746,194.1923,873.2335,31.3726,0.6986,30.674,win,1119.0,2085.341,1776365520000
2026-04-17,LONG,202.2422,204.8678,198.1973,886.2699,11.5063,0.709,10.7973,win,5.0,2096.1383,1776432960000
2026-04-17,LONG,204.3775,206.207,200.29,890.8588,7.9747,0.7127,7.262,win,10.0,2103.4003,1776433560000
2026-04-17,LONG,207.0586,213.9645,202.9174,893.9451,29.8152,0.7152,29.1,win,54.0,2132.5003,1776434460000
2026-04-17,LONG,214.3331,213.3594,210.0465,906.3126,-4.1177,0.7251,-4.8428,loss,7.0,2127.6575,1776437760000
2026-04-17,SHORT,211.825,208.0512,216.0615,904.2544,16.1097,0.7234,15.3863,win,100.0,2143.0438,1776445680000
2026-04-17,SHORT,206.3843,202.7491,210.512,910.7936,16.0425,0.7286,15.3139,win,3959.0,2158.3577,1776454440000
2026-04-20,SHORT,204.1877,201.7411,208.2714,917.302,10.991,0.7338,10.2572,win,8.0,2168.6149,1776692160000
2026-04-20,SHORT,202.2038,203.1725,206.2479,921.6613,-4.4153,0.7373,-5.1526,loss,19.0,2163.4623,1776696660000
2026-04-20,LONG,205.9335,206.1872,201.8149,919.4715,1.1326,0.7356,0.397,win,37.0,2163.8593,1776698640000
2026-04-20,LONG,206.7893,210.7107,202.6535,919.6402,17.4394,0.7357,16.7037,win,1226.0,2180.563,1776704640000
2026-04-21,SHORT,210.1064,207.1238,214.3085,926.7393,13.1556,0.7414,12.4142,win,10.0,2192.9772,1776778260000
2026-04-21,SHORT,205.8671,202.1746,209.9844,932.0153,16.7169,0.7456,15.9713,win,19.0,2208.9485,1776782940000
2026-04-21,SHORT,200.8715,200.1182,204.8889,938.8031,3.5204,0.751,2.7694,win,2.0,2211.7179,1776786840000
2026-04-21,SHORT,199.5032,200.2694,203.4933,939.9801,-3.6101,0.752,-4.3621,loss,3.0,2207.3558,1776788880000
2026-04-21,SHORT,199.1172,198.1627,203.0995,938.1262,4.4968,0.7505,3.7463,win,32.0,2211.1021,1776791160000
2026-04-21,SHORT,197.0643,196.2979,201.0055,939.7184,3.6544,0.7518,2.9026,win,12.0,2214.0047,1776800280000
2026-04-21,SHORT,195.669,196.4088,199.5824,940.952,-3.5576,0.7528,-4.3104,loss,1059.0,2209.6943,1776801060000
2026-04-22,LONG,198.6988,204.6496,194.7248,939.1201,28.1258,0.7513,27.3745,win,5.0,2237.0688,1776864660000
2026-04-22,LONG,203.2447,208.0621,199.1798,950.7542,22.5351,0.7606,21.7745,win,10.0,2258.8433,1776865260000
2026-04-22,LONG,207.7514,209.1334,203.5964,960.0084,6.3861,0.768,5.6181,win,9.0,2264.4614,1776866160000
2026-04-22,LONG,209.6147,209.689,205.4224,962.3961,0.3408,0.7699,-0.4291,win,14.0,2264.0323,1776866760000
2026-04-22,SHORT,205.3525,206.0755,209.4596,962.2137,-3.3877,0.7698,-4.1575,loss,43.0,2259.8748,1776875220000
2026-04-22,SHORT,204.5796,205.9747,208.6712,960.4468,-6.5498,0.7684,-7.3182,loss,27.0,2252.5566,1776882120000
2026-04-22,LONG,206.3151,205.0266,202.1888,957.3366,-5.9793,0.7659,-6.7452,loss,54.0,2245.8114,1776883860000
2026-04-22,SHORT,204.9616,203.2229,209.0608,954.4698,8.0968,0.7636,7.3332,win,1065.0,2253.1446,1776887160000
2026-04-23,SHORT,204.129,199.6848,208.2116,957.5865,20.8483,0.7661,20.0822,win,29.0,2273.2268,1776951420000
2026-04-23,SHORT,199.0084,199.3723,202.9886,966.1214,-1.7668,0.7729,-2.5397,loss,12.0,2270.6871,1776953460000
2026-04-23,LONG,202.5942,202.3085,198.5423,965.042,-1.3609,0.772,-2.1329,loss,50.0,2268.5542,1776956100000
2026-04-23,SHORT,200.1976,198.1426,204.2016,964.1355,9.897,0.7713,9.1257,win,25.0,2277.6799,1776963660000
2026-04-23,SHORT,196.9939,195.6326,200.9337,968.014,6.6889,0.7744,5.9145,win,16.0,2283.5944,1776965760000
2026-04-23,SHORT,196.9775,198.3341,200.917,970.5276,-6.684,0.7764,-7.4604,loss,17.0,2276.134,1776970740000
2026-04-24,LONG,198.6123,200.8304,194.64,967.357,10.8036,0.7739,10.0297,win,8.0,2286.1637,1777037400000
2026-04-24,LONG,200.3753,200.265,196.3678,971.6196,-0.535,0.7773,-1.3123,loss,10.0,2284.8514,1777038060000
2026-04-24,SHORT,197.4971,198.7877,201.4471,971.0618,-6.3454,0.7768,-7.1222,loss,7.0,2277.7292,1777039440000
2026-04-24,LONG,200.1155,199.8582,196.1132,968.0349,-1.2445,0.7744,-2.0189,loss,19.0,2275.7103,1777045440000
2026-04-24,LONG,200.4063,200.384,196.3981,967.1769,-0.1075,0.7737,-0.8812,loss,142.0,2274.8291,1777050660000
2026-04-24,SHORT,200.1167,199.3723,204.119,966.8024,3.5962,0.7734,2.8228,win,3956.0,2277.6519,1777059360000
2026-04-27,LONG,201.1954,202.1398,197.1715,968.0021,4.5441,0.7744,3.7697,win,7.0,2281.4216,1777296960000
2026-04-27,SHORT,198.104,197.1346,202.0661,969.6042,4.7448,0.7757,3.9691,win,61.0,2285.3907,1777302180000
2026-04-27,SHORT,195.8453,196.943,199.7622,971.291,-5.4442,0.777,-6.2212,loss,36.0,2279.1695,1777307700000
2026-04-27,LONG,197.2517,196.9914,193.3066,968.647,-1.2784,0.7749,-2.0533,loss,134.0,2277.1162,1777310160000
2026-04-27,SHORT,197.0115,191.1974,200.9517,967.7744,28.5603,0.7742,27.7861,win,1081.0,2304.9023,1777318260000
2026-04-28,SHORT,194.0085,192.8506,197.8887,979.5835,5.8466,0.7837,5.0629,win,5.0,2309.9652,1777383360000
2026-04-28,SHORT,191.3668,191.641,195.1941,981.7352,-1.4065,0.7854,-2.1919,loss,11.0,2307.7733,1777387680000
2026-04-28,LONG,192.4234,194.3328,188.5749,980.8037,9.7326,0.7846,8.948,win,163.0,2316.7213,1777395180000
2026-04-29,SHORT,193.81,180.5227,197.6862,984.6066,67.5031,0.7877,66.7154,win,6.0,2383.4367,1777469400000
2026-04-29,SHORT,186.9215,180.936,190.6599,1012.9606,32.4363,0.8104,31.6259,win,9.0,2415.0626,1777470060000
2026-04-29,SHORT,183.6365,179.6659,187.3092,1026.4016,22.1926,0.8211,21.3715,win,31.0,2436.4341,1777470660000
2026-04-29,SHORT,178.7665,179.051,182.3418,1035.4845,-1.6482,0.8284,-2.4766,loss,46.0,2433.9575,1777473060000
2026-04-29,LONG,180.7639,179.5818,177.1486,1034.4319,-6.7649,0.8275,-7.5924,loss,8.0,2426.3651,1777476600000
2026-04-29,SHORT,178.3696,179.676,181.937,1031.2052,-7.5525,0.825,-8.3775,loss,16.0,2417.9876,1777478040000
2026-04-29,LONG,180.4547,180.296,176.8456,1027.6447,-0.9037,0.8221,-1.7258,loss,43.0,2416.2618,1777483200000
2026-04-29,SHORT,179.128,180.1094,182.7106,1026.9113,-5.6263,0.8215,-6.4478,loss,26.0,2409.814,1777486140000
2026-04-29,LONG,181.2174,179.919,177.593,1024.1709,-7.3377,0.8193,-8.157,loss,30.0,2401.657,1777489260000
2026-04-29,LONG,181.4664,180.4646,177.8371,1020.7042,-5.6346,0.8166,-6.4512,loss,1054.0,2395.2058,1777492560000
2026-04-30,LONG,182.0466,183.7581,178.4056,1017.9625,9.5703,0.8144,8.7559,win,11.0,2403.9617,1777556400000
2026-04-30,LONG,184.3572,184.393,180.6701,1021.6837,0.198,0.8173,-0.6193,win,13.0,2403.3424,1777557720000
2026-04-30,LONG,186.0931,187.617,182.3712,1021.4205,8.364,0.8171,7.5469,win,51.0,2410.8893,1777560540000
2026-04-30,SHORT,186.7147,186.8933,190.449,1024.628,-0.9802,0.8197,-1.7999,loss,62.0,2409.0894,1777566780000
2026-04-30,LONG,187.004,188.0435,183.2639,1023.863,5.6913,0.8191,4.8722,win,96.0,2413.9616,1777570560000
2026-04-30,SHORT,187.6022,188.4658,191.3542,1025.9337,-4.7227,0.8207,-5.5434,loss,1094.0,2408.4182,1777576560000
2026-05-01,LONG,188.4273,191.3766,184.6587,1023.5777,16.0217,0.8189,15.2028,win,7.0,2423.621,1777642260000
2026-05-01,LONG,190.55,192.4282,186.739,1030.0389,10.1525,0.824,9.3285,win,30.0,2432.9495,1777642860000
